EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeType,PayZone,TerminationType,DepartmentType,Division,DOB,State,GenderCode,LocationCode,RaceDesc,MaritalDesc,PerformanceScore,CurrentEmployeeRating,ExitYear,CleanedEmployeeStatus
3173,Tucker,Sweeney,2022-12-21,2023-05-30,Production Technician I,Gloria Vaughn,tucker.sweeney@bilearner.com,PL,Contract,Zone A,Resignation,Production,Billable Consultants,1957-03-14,MA,Female,24597,Asian,Married,Fully Meets,1,2023.0,Inactive
3174,Roy,Pratt,2022-10-12,2023-07-03,Production Technician I,Tracy Warner,roy.pratt@bilearner.com,BPC,Full-Time,Zone C,Involuntary,Production,Catv,1961-06-13,MA,Female,59255,Hispanic,Single,Fully Meets,5,2023.0,Inactive
3175,Raphael,Whitney,2023-07-23,2023-08-01,Production Technician I,Richard Cox,raphael.whitney@bilearner.com,CCDR,Full-Time,Zone B,Voluntary,Production,Fielders,1947-07-11,MA,Female,97410,Asian,Single,Fully Meets,1,2023.0,Inactive
3176,Cade,Palmer,2018-12-13,2020-06-23,Production Technician I,Jessica Morgan,cade.palmer@bilearner.com,SVG,Full-Time,Zone A,Resignation,Production,Project Management - Con,2000-02-24,MA,Female,42252,Other,Widowed,Exceeds,1,2020.0,Inactive
3177,Abel,Potts,2019-09-30,2021-06-23,Production Technician I,Lori Martin,abel.potts@bilearner.com,EW,Full-Time,Zone A,Resignation,Production,Project Management - Con,2000-03-13,MA,Female,48294,Asian,Single,Fully Meets,1,2021.0,Inactive
3178,Wayne,Leon,2020-01-24,2023-06-09,Production Technician II,Eric Lopez,wayne.leon@bilearner.com,MSC,Part-Time,Zone C,Involuntary,Production,Field Operations,1990-04-30,MA,Female,45258,White,Married,PIP,1,2023.0,Inactive
3179,Amya,Armstrong,2020-12-23,2021-03-17,Production Technician II,Victoria Thomas,amya.armstrong@bilearner.com,TNS,Full-Time,Zone C,Voluntary,Production,Field Operations,1941-12-22,MA,Male,96822,Black,Divorced,Fully Meets,2,2021.0,Inactive
3180,Johnny,Whitehead,2019-06-07,2020-01-11,Production Technician II,Jennifer Dean,johnny.whitehead@bilearner.com,PYZ,Full-Time,Zone B,Retirement,Production,Field Operations,1997-10-27,MA,Female,14828,Hispanic,Divorced,Fully Meets,4,2020.0,Inactive
3181,Antwan,Clayton,2019-12-25,2021-11-14,Production Technician II,Cameron Harris,antwan.clayton@bilearner.com,WBL,Contract,Zone C,Voluntary,Production,General - Con,1959-07-17,MA,Female,26328,Other,Single,Fully Meets,4,2021.0,Inactive
3182,Dexter,Preston,2023-01-26,,Production Technician II,Benjamin Cantrell,dexter.preston@bilearner.com,NEL,Contract,Zone B,,Production,Field Operations,1971-11-21,MA,Female,55287,White,Married,PIP,2,,Active
3183,Uriah,Guerrero,2022-11-03,2023-08-03,Production Technician II,Victor Warren,uriah.guerrero@bilearner.com,PL,Full-Time,Zone A,Resignation,Production,Engineers,1953-02-15,MA,Male,40809,Other,Single,PIP,3,2023.0,Inactive
3184,Dakota,Oliver,2022-05-13,,Production Technician I,Brian Roberts,dakota.oliver@bilearner.com,MSC,Part-Time,Zone A,,Production,Field Operations,1972-05-21,MA,Female,9994,Hispanic,Single,PIP,5,,Active
3185,Selena,Yoder,2020-09-23,2023-03-15,Production Technician I,Tina Wright,selena.yoder@bilearner.com,NEL,Contract,Zone C,Voluntary,Production,Field Operations,1999-11-10,MA,Female,91605,Other,Divorced,PIP,2,2023.0,Inactive
3186,Kaila,Flowers,2021-08-29,2022-11-08,Production Technician I,Mary Weber,kaila.flowers@bilearner.com,PL,Part-Time,Zone A,Voluntary,Production,Aerial,1967-05-03,MA,Female,76162,Black,Divorced,Fully Meets,2,2022.0,Inactive
3187,Dashawn,Ramirez,2022-12-13,2023-01-11,Production Technician I,Eric Riley Jr.,dashawn.ramirez@bilearner.com,PYZ,Contract,Zone C,Resignation,Production,Wireline Construction,1962-04-08,MA,Female,13522,Black,Single,PIP,3,2023.0,Inactive
3188,Meghan,Ray,2022-11-06,,Production Technician I,Kathy Wong,meghan.ray@bilearner.com,SVG,Part-Time,Zone C,,Production,Field Operations,1978-11-04,MA,Male,2956,Hispanic,Divorced,Fully Meets,4,,Active
3189,Jasiah,Palmer,2023-08-04,,Production Technician I,Ernest Bates,jasiah.palmer@bilearner.com,TNS,Full-Time,Zone C,,Production,Project Management - Con,1964-07-21,MA,Female,46851,Asian,Married,PIP,1,,Active
3190,Jaiden,Hawkins,2020-11-15,,Production Technician I,Brittany Allen,jaiden.hawkins@bilearner.com,WBL,Contract,Zone C,,Production,General - Con,1998-02-10,MA,Male,89125,White,Divorced,PIP,2,,Active
3191,Monserrat,Miranda,2022-07-06,2022-08-12,Production Technician I,Krystal Newton,monserrat.miranda@bilearner.com,BPC,Part-Time,Zone A,Retirement,Production,Technology_IT,1945-01-28,MA,Male,29435,Black,Married,Fully Meets,2,2022.0,Inactive
3192,Johnathon,Lynch,2019-04-21,2022-01-12,Production Technician I,Alexandra Goodman,johnathon.lynch@bilearner.com,CCDR,Full-Time,Zone A,Resignation,Production,Aerial,1997-01-12,MA,Female,26250,Black,Single,Fully Meets,3,2022.0,Inactive
3193,Dayanara,Murray,2021-08-28,,Production Technician I,Kevin Baker,dayanara.murray@bilearner.com,EW,Full-Time,Zone C,,Production,General - Con,1946-01-24,MA,Female,67626,Black,Divorced,PIP,3,,Active
3194,Alessandro,Sawyer,2021-03-25,,Production Technician I,Holly Mooney,alessandro.sawyer@bilearner.com,MSC,Contract,Zone B,,Production,Field Operations,1995-08-11,MA,Female,46143,Asian,Divorced,Fully Meets,1,,Active
3195,Kaylen,Hogan,2020-07-16,2020-10-15,Production Technician I,Latasha Garrison,kaylen.hogan@bilearner.com,NEL,Full-Time,Zone A,Resignation,Production,General - Con,1981-01-31,MA,Female,70709,White,Divorced,Fully Meets,2,2020.0,Inactive
3196,Karley,Michael,2018-11-28,2021-08-14,Production Technician I,James Hawkins,karley.michael@bilearner.com,PL,Full-Time,Zone B,Involuntary,Production,Engineers,1974-11-12,MA,Female,60139,Other,Divorced,Fully Meets,2,2021.0,Inactive
3197,Erik,Parks,2019-06-27,,Production Technician I,Kevin Mason,erik.parks@bilearner.com,PYZ,Contract,Zone A,,Production,General - Con,1977-03-31,MA,Female,15469,Hispanic,Divorced,PIP,1,,Active
3198,Violet,Bennett,2023-01-04,,Production Technician I,Olivia Alexander,violet.bennett@bilearner.com,SVG,Contract,Zone A,,Production,General - Con,1979-09-24,MA,Female,77690,Asian,Married,Fully Meets,2,,Active
3199,Hannah,Jacobi,2018-11-22,,Production Technician I,Austin Burke,hannah.jacobi@bilearner.com,BPC,Full-Time,Zone B,,Production,Engineers,1978-01-17,MA,Female,1778,Hispanic,Married,Fully Meets,2,,Active
3200,Peter,Robertson,2021-01-08,,Production Technician II,Casey Landry,peter.robertson@bilearner.com,PL,Part-Time,Zone B,,Production,Billable Consultants,1975-07-26,MA,Male,2138,Asian,Married,Fully Meets,4,,Active
3201,Josephine,Bugali,2022-11-18,,Production Technician I,Bobby Boyd,josephine.bugali@bilearner.com,EW,Part-Time,Zone A,,Production,Aerial,1984-07-16,MA,Female,2043,Asian,Widowed,Fully Meets,4,,Active
3202,Dallas,Leach,2020-06-21,2023-06-23,Production Technician I,Andrea Walls,dallas.leach@bilearner.com,WBL,Contract,Zone A,Involuntary,Production,Engineers,1999-03-28,MA,Female,1810,Other,Single,Fully Meets,4,2023.0,Inactive
3203,Marianne,Eaton,2021-01-19,2022-09-11,Production Technician I,John Lutz,marianne.eaton@bilearner.com,PYZ,Contract,Zone C,Voluntary,Production,General - Sga,1961-09-10,MA,Female,2343,White,Single,Fully Meets,4,2022.0,Inactive
3204,Bruno,Rossetti,2023-06-04,,Production Technician I,Dominique Espinoza,bruno.rossetti@bilearner.com,BPC,Contract,Zone C,,Production,General - Sga,1959-11-12,MA,Male,2155,White,Single,Fully Meets,4,,Active
3205,Roxana,Goyal,2020-08-13,2021-09-17,Production Technician I,Roy Bradshaw,roxana.goyal@bilearner.com,TNS,Contract,Zone C,Voluntary,Production,Aerial,1988-02-02,MA,Female,1864,Asian,Married,Fully Meets,4,2021.0,Inactive
3206,Thomas,Barbara,2019-09-06,,Production Technician I,Bonnie Clayton,thomas.barbara@bilearner.com,BPC,Part-Time,Zone A,,Production,Wireline Construction,1961-03-16,MA,Male,2062,Hispanic,Divorced,Fully Meets,2,,Active
3207,Lynn,O'hare,2022-03-27,,Production Technician I,Maria Nelson,lynn.o'hare@bilearner.com,PYZ,Full-Time,Zone C,,Production,Project Management - Con,1981-08-28,MA,Female,2152,White,Widowed,Fully Meets,5,,Active
3208,Abdellah,Veera,2020-12-25,2023-03-08,Production Technician I,Jeffrey Gray,abdellah.veera@bilearner.com,CCDR,Contract,Zone A,Resignation,Production,Field Operations,1973-09-04,MA,Male,2171,Hispanic,Divorced,Fully Meets,2,2023.0,Inactive
3209,Daniel,Davis,2021-04-24,,Production Technician II,Jennifer Baker,daniel.davis@bilearner.com,PL,Contract,Zone A,,Production,General - Con,1983-03-17,MA,Male,2458,Hispanic,Widowed,Fully Meets,5,,Active
3210,Barbara M,Stanford,2020-05-12,,Production Technician I,Jessica Scott,barbara m.stanford@bilearner.com,WBL,Full-Time,Zone A,,Production,Aerial,1993-06-13,MA,Female,2050,Hispanic,Divorced,Fully Meets,5,,Active
3211,Phylicia,Gosciminski,2023-05-23,,Production Technician II,Pamela Wilson,phylicia.gosciminski@bilearner.com,SVG,Part-Time,Zone B,,Production,General - Sga,1955-08-26,MA,Female,1824,Other,Married,Fully Meets,2,,Active
3212,Mohammed,Latif,2020-12-27,2022-05-22,Production Technician II,Matthew Brown,mohammed.latif@bilearner.com,PYZ,Full-Time,Zone C,Resignation,Production,Field Operations,1972-06-30,MA,Male,2126,Asian,Married,Fully Meets,5,2022.0,Inactive
3213,Hamish,Garneau,2018-11-17,2019-12-27,Production Technician I,Brandy Ferguson,hamish.garneau@bilearner.com,WBL,Full-Time,Zone A,Involuntary,Production,Field Operations,1952-06-28,MA,Male,1550,Hispanic,Widowed,Fully Meets,2,2019.0,Inactive
3214,Morissa,Power,2019-07-16,,Production Technician I,Danielle Green,morissa.power@bilearner.com,PYZ,Part-Time,Zone B,,Production,General - Con,1972-12-22,MA,Female,1742,Asian,Widowed,Fully Meets,2,,Active
3215,Jason,Woodson,2020-01-25,,Production Technician II,Jeffery Patterson,jason.woodson@bilearner.com,SVG,Contract,Zone A,,Production,General - Sga,1973-06-03,MA,Male,1810,White,Divorced,Fully Meets,3,,Active
3216,Janine,Purinton,2021-08-16,,Production Technician I,Margaret Murphy MD,janine.purinton@bilearner.com,MSC,Part-Time,Zone A,,Production,Fielders,1972-02-28,MA,Female,2474,Other,Divorced,Fully Meets,5,,Active
3217,Sarah,Akinkuolie,2019-01-20,2019-10-01,Production Technician II,Karen Munoz,sarah.akinkuolie@bilearner.com,BPC,Contract,Zone B,Resignation,Production,General - Con,1968-09-28,MA,Female,1810,White,Single,Fully Meets,3,2019.0,Inactive
3218,Spencer,Cole,2018-09-04,,Production Technician I,Michael Kelly,spencer.cole@bilearner.com,SVG,Full-Time,Zone C,,Production,Field Operations,1971-07-13,MA,Male,1880,Other,Widowed,Fully Meets,5,,Active
3219,Luisa,Monterro,2019-09-20,,Production Technician II,Kelly Hudson,luisa.monterro@bilearner.com,PL,Full-Time,Zone B,,Production,Executive,2000-08-16,MA,Female,2126,Black,Widowed,Fully Meets,3,,Active
3220,Sandy,Mckenna,2023-07-24,,Production Technician I,Brittney Collins,sandy.mckenna@bilearner.com,SVG,Part-Time,Zone A,,Production,Field Operations,1980-10-11,MA,Female,2184,Other,Divorced,Fully Meets,1,,Active
3221,Savanah,Baker,2023-07-05,,Production Technician I,Felicia Williams,savanah.baker@bilearner.com,PL,Full-Time,Zone B,,Production,Wireline Construction,1945-12-31,MA,Male,69598,Other,Single,Fully Meets,4,,Active
3222,Gloria,Small,2021-01-11,,Production Technician I,Andrea Welch,gloria.small@bilearner.com,BPC,Contract,Zone A,,Production,Shop (Fleet),1990-08-14,MA,Female,28908,Hispanic,Married,Fully Meets,2,,Active
3223,Alisa,Aguirre,2022-11-06,,Production Technician I,Jennifer Lopez,alisa.aguirre@bilearner.com,CCDR,Full-Time,Zone A,,Production,Splicing,1952-10-12,MA,Female,35854,Asian,Single,Fully Meets,5,,Active
3224,Sterling,Davila,2023-04-03,,Production Technician I,Dawn Schultz,sterling.davila@bilearner.com,SVG,Part-Time,Zone A,,Production,People Services,1970-02-06,MA,Female,69030,White,Single,Fully Meets,5,,Active
3225,Saniya,Bradley,2021-06-07,2023-06-23,Production Technician I,Emily Rodriguez,saniya.bradley@bilearner.com,EW,Contract,Zone B,Retirement,Production,General - Con,1977-07-29,MA,Female,8088,White,Divorced,Fully Meets,3,2023.0,Inactive
3226,Drake,Ashley,2019-01-20,,Production Technician I,James Hamilton,drake.ashley@bilearner.com,MSC,Contract,Zone B,,Production,General - Eng,1988-12-31,MA,Female,50972,Black,Married,Fully Meets,4,,Active
3227,Rosemary,Manning,2021-11-20,2022-06-06,Production Technician I,Michelle Kramer,rosemary.manning@bilearner.com,TNS,Contract,Zone A,Involuntary,Production,Aerial,1969-07-08,MA,Female,1013,Black,Widowed,Fully Meets,2,2022.0,Inactive
3228,Adrianna,Johnston,2019-05-27,2022-08-18,Production Technician I,Melissa Bennett,adrianna.johnston@bilearner.com,PYZ,Full-Time,Zone C,Involuntary,Production,Field Operations,1946-06-03,MA,Male,8223,Hispanic,Single,Fully Meets,2,2022.0,Inactive
3229,Ruby,Bean,2022-12-18,,Production Technician I,Bruce West,ruby.bean@bilearner.com,WBL,Contract,Zone C,,Production,Engineers,1945-12-18,MA,Male,15997,Other,Widowed,Fully Meets,1,,Active
3230,Annalise,Avila,2021-05-13,2023-07-13,Production Technician I,Patricia Lee,annalise.avila@bilearner.com,NEL,Full-Time,Zone C,Resignation,Production,Field Operations,1991-04-20,MA,Female,55412,White,Single,Fully Meets,1,2023.0,Inactive
3231,Carley,Irwin,2021-05-24,,Production Technician I,Peter Smith,carley.irwin@bilearner.com,PL,Full-Time,Zone C,,Production,Shop (Fleet),1997-05-14,MA,Female,97872,White,Divorced,Exceeds,2,,Active
3232,Makenzie,Mercer,2021-10-06,2022-05-19,Production Technician I,Carlos Miller,makenzie.mercer@bilearner.com,BPC,Part-Time,Zone B,Resignation,Production,General - Con,1974-11-18,MA,Male,26785,Other,Divorced,Fully Meets,1,2022.0,Inactive
3233,Julia,Vargas,2020-08-22,2020-08-26,Production Technician I,Jim Mccormick,julia.vargas@bilearner.com,CCDR,Contract,Zone C,Voluntary,Production,Engineers,1969-02-08,MA,Male,14249,Asian,Widowed,Fully Meets,2,2020.0,Inactive
3234,Parker,Harrison,2021-08-23,,Production Technician I,Catherine Harris,parker.harrison@bilearner.com,SVG,Part-Time,Zone B,,Production,General - Con,1959-04-25,MA,Male,52819,Black,Widowed,Fully Meets,3,,Active
3235,Emmett,York,2021-12-23,2022-10-17,Production Technician I,Jeffrey Webb,emmett.york@bilearner.com,EW,Contract,Zone C,Resignation,Production,Engineers,1963-08-01,MA,Male,62173,Hispanic,Married,Fully Meets,2,2022.0,Inactive
3236,Landin,Walton,2022-01-24,2022-03-27,Production Technician II,James Williamson,landin.walton@bilearner.com,NEL,Contract,Zone C,Involuntary,Production,People Services,1979-06-04,MA,Female,8702,Asian,Married,Fully Meets,5,2022.0,Inactive
3237,Landon,Mayo,2022-11-21,,Production Technician II,Samantha David,landon.mayo@bilearner.com,PL,Contract,Zone B,,Production,General - Eng,1987-12-08,MA,Male,69369,White,Married,Fully Meets,4,,Active
3238,Abby,Estes,2018-12-04,2022-07-01,Production Technician II,Anne Gomez,abby.estes@bilearner.com,PYZ,Contract,Zone A,Voluntary,Production,Wireline Construction,2000-09-04,MA,Male,39455,Other,Divorced,Fully Meets,4,2022.0,Inactive
3239,Rachael,Pena,2019-06-02,,Production Technician II,Brenda Chandler,rachael.pena@bilearner.com,SVG,Part-Time,Zone C,,Production,Field Operations,1992-07-19,MA,Male,74781,Black,Single,Fully Meets,3,,Active
3240,Kyan,Fritz,2018-08-12,2019-07-05,Production Technician II,Taylor Kim,kyan.fritz@bilearner.com,TNS,Full-Time,Zone C,Voluntary,Production,Shop (Fleet),1980-03-05,MA,Female,60148,Asian,Married,Fully Meets,2,2019.0,Inactive
3241,Lana,Vega,2022-05-15,,Production Technician II,Jessica Lawson,lana.vega@bilearner.com,WBL,Part-Time,Zone B,,Production,General - Sga,1947-12-11,MA,Female,56978,White,Divorced,Fully Meets,1,,Active
3242,Alma,Fischer,2021-11-23,2022-04-21,Production Technician I,Krista Hernandez,alma.fischer@bilearner.com,NEL,Contract,Zone C,Resignation,Production,Aerial,1955-04-13,MA,Male,46927,Hispanic,Single,Fully Meets,3,2022.0,Inactive
3243,Harley,Peterson,2020-12-13,,Production Technician I,Danielle Collins,harley.peterson@bilearner.com,PL,Full-Time,Zone C,,Production,Splicing,1955-02-08,MA,Male,63497,Hispanic,Married,Fully Meets,2,,Active
3244,Kade,Stokes,2021-07-28,,Production Technician I,Mary Hines,kade.stokes@bilearner.com,BPC,Part-Time,Zone C,,Production,Shop (Fleet),1948-12-17,MA,Female,67772,Black,Divorced,Fully Meets,2,,Active
3245,Leonel,Tanner,2019-06-07,2021-12-30,Production Technician I,Mrs. Vickie Barber,leonel.tanner@bilearner.com,CCDR,Full-Time,Zone A,Voluntary,Production,Field Operations,1948-04-10,MA,Female,62905,Black,Married,Fully Meets,1,2021.0,Inactive
3246,Natalia,Burns,2019-06-12,2021-05-25,Production Technician I,Barry Hernandez,natalia.burns@bilearner.com,SVG,Part-Time,Zone C,Retirement,Production,Safety,1988-04-15,MA,Female,16673,White,Married,Fully Meets,4,2021.0,Inactive
3247,Hailee,Raymond,2023-04-20,2023-08-06,Production Technician I,Glenn Kelly,hailee.raymond@bilearner.com,EW,Full-Time,Zone C,Resignation,Production,General - Con,1943-07-18,MA,Female,85847,Black,Single,Fully Meets,3,2023.0,Inactive
3248,Micah,Douglas,2018-08-07,2023-07-19,Production Technician I,Amy Reeves,micah.douglas@bilearner.com,MSC,Contract,Zone B,Resignation,Production,General - Con,1967-03-18,MA,Female,27168,Hispanic,Single,Fully Meets,5,2023.0,Inactive
3249,Kaley,Pollard,2018-12-06,,Production Technician I,Mark Rodriguez,kaley.pollard@bilearner.com,TNS,Contract,Zone C,,Production,Underground,1948-01-18,MA,Male,26745,Black,Single,Fully Meets,3,,Active
3250,Seth,Fletcher,2021-03-25,,Production Technician I,Shawn Wallace,seth.fletcher@bilearner.com,PYZ,Full-Time,Zone B,,Production,Project Management - Con,1997-06-11,MA,Male,25590,Asian,Married,Fully Meets,2,,Active
3251,Elliana,Thomas,2019-02-15,2019-04-25,Production Technician I,Natalie Cox,elliana.thomas@bilearner.com,WBL,Contract,Zone A,Resignation,Production,Field Operations,1956-04-12,MA,Male,36234,White,Divorced,Fully Meets,5,2019.0,Inactive
3252,Edward,Chung,2023-03-14,,Production Technician I,Sarah Cannon,edward.chung@bilearner.com,NEL,Full-Time,Zone A,,Production,Shop (Fleet),1993-11-02,MA,Female,29287,Black,Divorced,PIP,4,,Active
3253,Tessa,Estes,2019-09-01,2021-06-01,Production Technician I,Terrance Pitts,tessa.estes@bilearner.com,PL,Part-Time,Zone A,Involuntary,Production,Field Operations,1993-05-15,MA,Female,46895,White,Single,Fully Meets,2,2021.0,Inactive
3254,Charlie,Carson,2021-02-23,2022-07-13,Production Technician I,Samantha Gilbert,charlie.carson@bilearner.com,BPC,Full-Time,Zone B,Voluntary,Production,General - Sga,1989-08-20,MA,Male,25093,Other,Widowed,Fully Meets,3,2022.0,Inactive
3255,Lawson,Zuniga,2023-03-22,,Production Technician I,Natalie Lang,lawson.zuniga@bilearner.com,CCDR,Contract,Zone C,,Production,Yard (Material Handling),1961-05-06,MA,Male,65332,Other,Widowed,Fully Meets,3,,Active
3256,Coleman,Huffman,2019-01-24,,Production Technician I,Kelsey Calhoun DDS,coleman.huffman@bilearner.com,SVG,Part-Time,Zone B,,Production,General - Con,1954-11-15,MA,Male,4750,Black,Divorced,Fully Meets,5,,Active
3257,Sanaa,Reilly,2020-11-19,,Production Technician II,Jeffrey Terry,sanaa.reilly@bilearner.com,PL,Full-Time,Zone A,,Production,Wireline Construction,1986-04-10,MA,Female,89893,Other,Single,Fully Meets,3,,Active
3258,Slade,Randolph,2023-02-15,,Production Technician II,David Vargas,slade.randolph@bilearner.com,BPC,Part-Time,Zone B,,Production,Aerial,1971-05-23,MA,Male,27959,White,Single,Fully Meets,2,,Active
3259,Dania,Hale,2022-05-09,2022-06-10,Production Technician II,Matthew York,dania.hale@bilearner.com,CCDR,Full-Time,Zone B,Resignation,Production,Field Operations,1946-11-25,MA,Male,71536,Hispanic,Single,Fully Meets,2,2022.0,Inactive
3260,Roland,Orozco,2021-10-06,,Production Technician II,Michael Mathews,roland.orozco@bilearner.com,SVG,Contract,Zone B,,Production,General - Con,1992-06-17,MA,Male,86352,Hispanic,Single,Fully Meets,3,,Active
3261,Kaylen,Fisher,2021-01-17,2023-06-25,Production Technician II,Philip Jackson,kaylen.fisher@bilearner.com,EW,Part-Time,Zone B,Involuntary,Production,Field Operations,1948-03-01,MA,Male,18868,Hispanic,Widowed,Fully Meets,4,2023.0,Inactive
3262,Kasey,Preston,2022-03-22,,Production Technician II,Samantha Williams,kasey.preston@bilearner.com,MSC,Full-Time,Zone A,,Production,Catv,1984-01-27,MA,Female,69534,Black,Divorced,PIP,4,,Active
3263,Cruz,Davila,2022-04-20,2023-04-30,Production Technician I,Renee Jones DVM,cruz.davila@bilearner.com,NEL,Full-Time,Zone A,Involuntary,Production,Engineers,1990-04-14,MA,Male,41746,Asian,Single,PIP,2,2023.0,Inactive
3264,Alani,Phillips,2021-12-31,2023-05-10,Production Technician I,Jim Melton,alani.phillips@bilearner.com,PL,Part-Time,Zone C,Involuntary,Production,General - Eng,1950-06-09,MA,Male,16282,Asian,Married,Fully Meets,5,2023.0,Inactive
3265,Giovanni,Klein,2018-10-31,,Production Technician I,Anna Hogan,giovanni.klein@bilearner.com,BPC,Part-Time,Zone C,,Production,Aerial,1993-01-23,MA,Female,26076,Asian,Single,Fully Meets,1,,Active
3266,Max,Mahoney,2020-07-24,,Production Technician I,Andrew Garcia,max.mahoney@bilearner.com,CCDR,Contract,Zone A,,Production,Wireline Construction,1996-08-23,MA,Female,22339,Black,Married,Fully Meets,2,,Active
3267,Perla,Terry,2019-12-12,2020-01-17,Production Technician I,Lindsey Aguilar,perla.terry@bilearner.com,SVG,Contract,Zone C,Voluntary,Production,Splicing,1963-11-07,MA,Female,52402,Other,Single,Fully Meets,5,2020.0,Inactive
3268,Makai,Ochoa,2023-06-22,,Production Technician I,Terry Andrade,makai.ochoa@bilearner.com,EW,Contract,Zone A,,Production,Field Operations,1962-08-21,MA,Female,43825,Asian,Single,Fully Meets,2,,Active
3269,Caiden,Hogan,2021-06-20,,Production Technician I,Amanda Ball,caiden.hogan@bilearner.com,MSC,Full-Time,Zone C,,Production,Field Operations,2000-04-08,MA,Male,92624,Asian,Married,Fully Meets,1,,Active
3270,Brandon,Dickerson,2019-10-31,,Production Technician I,Christina Nguyen,brandon.dickerson@bilearner.com,TNS,Full-Time,Zone B,,Production,Splicing,1958-04-09,MA,Male,88948,Asian,Single,Fully Meets,2,,Active
3271,Taryn,Snow,2019-07-02,2022-11-26,Production Technician I,Kenneth Bender,taryn.snow@bilearner.com,PYZ,Contract,Zone B,Involuntary,Production,Engineers,1970-04-29,MA,Male,72709,Asian,Divorced,Fully Meets,3,2022.0,Inactive
3272,Monserrat,Cooke,2023-02-10,,Production Technician I,Natasha Mathews,monserrat.cooke@bilearner.com,WBL,Contract,Zone C,,Production,Aerial,1959-08-22,MA,Male,38780,Other,Widowed,Fully Meets,3,,Active
3273,Zaria,Mcintosh,2022-09-16,,Production Technician I,Tonya Jones,zaria.mcintosh@bilearner.com,NEL,Full-Time,Zone A,,Production,People Services,1998-12-08,MA,Female,24573,Asian,Divorced,Fully Meets,4,,Active
3274,Arely,May,2020-01-21,2020-07-29,Production Technician I,Anthony Bass,arely.may@bilearner.com,PL,Part-Time,Zone B,Retirement,Production,Aerial,1965-06-28,MA,Female,30214,Other,Divorced,PIP,3,2020.0,Inactive
3275,Gina,Kent,2022-11-16,,Production Technician I,Erin Lloyd,gina.kent@bilearner.com,BPC,Part-Time,Zone B,,Production,General - Con,1991-12-31,MA,Male,66377,Other,Divorced,PIP,3,,Active
3276,Catherine,Anthony,2021-01-25,,Production Technician I,Joshua Lee,catherine.anthony@bilearner.com,CCDR,Contract,Zone A,,Production,Engineers,1996-11-20,MA,Male,83059,Asian,Divorced,Fully Meets,2,,Active
3277,Wade,Beltran,2023-06-16,2023-06-24,Production Technician II,Darlene Garcia,wade.beltran@bilearner.com,NEL,Part-Time,Zone B,Retirement,Production,Aerial,1980-05-21,MA,Female,86836,Hispanic,Married,Fully Meets,5,2023.0,Inactive
3278,Mina,Bryant,2020-09-08,2021-10-17,Production Technician II,Angela Griffin MD,mina.bryant@bilearner.com,PL,Contract,Zone A,Retirement,Production,Field Operations,1944-11-15,MA,Female,4862,Black,Married,Fully Meets,4,2021.0,Inactive
3279,Jonas,Everett,2019-01-23,2020-11-24,Production Technician II,Katrina Davis,jonas.everett@bilearner.com,BPC,Full-Time,Zone A,Involuntary,Production,Engineers,1994-01-31,MA,Male,53530,Black,Married,Fully Meets,5,2020.0,Inactive
3280,Makaila,Pham,2023-05-29,2023-07-23,Production Technician II,Tamara Bailey,makaila.pham@bilearner.com,CCDR,Part-Time,Zone A,Involuntary,Production,Project Management - Con,1983-07-09,MA,Male,59596,Other,Divorced,Fully Meets,5,2023.0,Inactive
3281,Gloria,Rose,2019-08-16,,Production Technician II,Thomas Jones,gloria.rose@bilearner.com,SVG,Contract,Zone B,,Production,General - Con,1954-07-23,MA,Male,65633,Hispanic,Divorced,Fully Meets,5,,Active
3282,Rebekah,Carpenter,2020-06-04,,Production Technician II,Stephanie Lewis,rebekah.carpenter@bilearner.com,EW,Full-Time,Zone B,,Production,Wireline Construction,1978-06-23,MA,Female,54457,Asian,Married,Fully Meets,3,,Active
3283,Iris,Reynolds,2020-07-21,,Production Technician II,Vanessa Garrison,iris.reynolds@bilearner.com,MSC,Contract,Zone B,,Production,Wireline Construction,1988-08-13,MA,Female,16989,Hispanic,Married,Fully Meets,3,,Active
3284,Kennedi,Howell,2022-08-21,2023-03-29,Production Technician I,Jonathan Franco,kennedi.howell@bilearner.com,EW,Contract,Zone A,Resignation,Production,Fielders,1948-10-17,MA,Male,22735,Other,Divorced,Fully Meets,2,2023.0,Inactive
3285,Rashad,Sutton,2021-07-16,2023-06-12,Production Technician I,Mark Mills,rashad.sutton@bilearner.com,MSC,Contract,Zone B,Retirement,Production,Wireline Construction,1954-01-15,MA,Male,81424,Other,Single,PIP,4,2023.0,Inactive
3286,Regan,Conrad,2019-11-06,,Production Technician I,Kristina Hawkins,regan.conrad@bilearner.com,NEL,Full-Time,Zone C,,Production,Project Management - Con,1970-08-15,MA,Female,70949,White,Divorced,PIP,3,,Active
3287,Litzy,Arias,2021-01-01,,Production Technician I,Bobby Parker,litzy.arias@bilearner.com,PL,Part-Time,Zone A,,Production,General - Con,1979-06-10,MA,Female,44442,Asian,Divorced,Fully Meets,1,,Active
3288,Eden,Silva,2019-09-24,,Production Technician I,Mark Bolton,eden.silva@bilearner.com,PYZ,Full-Time,Zone A,,Production,Field Operations,1967-12-16,MA,Female,92307,White,Divorced,Fully Meets,2,,Active
